Class	Text
Non-Habitat	" Adults have a quick,erratic flight and frequently perch high on the leaves ofsurrounding vegetation."
Non-Habitat	"Adults have a quick, scurrying flight and regularly perch or nectar"
Non-Habitat	" Adults have a low, rapid flight"
Non-Habitat	 Adults have a rapid flight and arestrongly attracted to flowers.
Non-Habitat	 Adults are highly activebutterflies but frequently stop to perch or feed wherethey can be easily and closely observed
Non-Habitat	" Adults have a low, quick flight andreadily visit available flowers. "
Non-Habitat	" Adults have a quick, dartingflight that is usually low to the ground."
Non-Habitat	" Adults have a low, erratic flightand bob slowly among understory vegetation and tallgrass."
Non-Habitat	" Adults have a quick, nervous flight but readilyalight on low vegetation or leaf litter."
Non-Habitat	 The adults have a rapidand extremely low flight
Non-Habitat	Adult flight is rapid and often appears erratic. 
Non-Habitat	" Adults have a quick, low flight and dartaround erratically over the vegetation."
Non-Habitat	" Adults scurry lowto the ground along forest trails or margins with a fast,bouncing flight."
Non-Habitat	"Adults have a quick, darting flight but regularly alighton low vegetation."
Non-Habitat	 The Ceraunus Blue scurries erraticallyamong low-growing vegetation and may be easilyoverlooked.
Non-Habitat	"Adults have a weak, dancing flight and readily stop tonectar."
Non-Habitat	Adults have a moderately slow flight and erraticallyscurry from ground level to canopy height moving justover the surface of the vegetation. 
Non-Habitat	" They have a moderately slow dancing flight. Unlike most other blues, they are oftenencountered fluttering high among the branches oftrees and shrubs."
Non-Habitat	" Adults have a low, quick and often directedflight but frequently stop to nectar"
Non-Habitat	" Adults have a quick, erratic flight and can bedifficult to follow"
Non-Habitat	The Striped Policeman is a strong flier. 
Non-Habitat	"The behaviour of this subspecies is similar to the subspecies arbogastes, where the subspecies arbogastes is a strong flier. "
Non-Habitat	This butterfly is a strong flyer and frequently settles on exposed leaves. 
Non-Habitat	"The adults are usually strong, rapid flyers. "
Non-Habitat	Flight is rapid and often close to the ground. 
Non-Habitat	The flight of this butterfly is slow and close to the ground. 
Non-Habitat	This butterfly's flight is slow and close to the ground. 
Non-Habitat	"Adults fly rapidly within about 2 m of the ground in a relatively straight path with wings outspread. Males frequently hilltop, patrolling with a gliding flight beneath the overstorey in open sunlit areas close to the ground or among low shrubs, occasionally pausing to settle on leaves, branches or rocks with wings outspread. "
Non-Habitat	Adults fly very rapidly. Males fly on hilltops where they patrol and aggressively defend territories. Females are usually observed flying around the food plant. 
Non-Habitat	"Adults fly rapidly high up in the canopy or in sunlight glades in the understorey; they rarely settle, but occasionally descend closer to the ground to feed from flowers. Males congregate on hilltops where they patrol over a defined path to establish territories. Females are usually observed flying more slowly around the food plant. "
Non-Habitat	Adults fly powerfully and erratically; they rarely stop to settle except when feeding or drinking. Males hilltop and rapidly patrol the canopy. 
Non-Habitat	Adults fly rapidly in the forest canopy and around the food plant. 
Non-Habitat	"Adults fly very rapidly, pausing briefly to feed from flowers. Males patrol light gaps high in the canopy."
Non-Habitat	The flight of this insect is fast. 
Non-Habitat	"Adults fly very rapidly in sunny openings such as clearings or along edges of the forest, occasionally descending from the canopy to feed from flowers, pausing momentarily at each flower with wings constantly vibrating."
Non-Habitat	"Adults usually fly slowly and erratically, but if disturbed they may fly very rapidly; when settled, the wings are held outspread. Males tend to patrol along particular flight paths. Females are usually observed fluttering around the food plant, or feeding from flowers with wings vibrating. During courtship the male hovers above the female with rapid beating of the wings."
Non-Habitat	Adults fly slowly and erratically.
Non-Habitat	Mostly nocturnal and will come to lights in small numbers
Non-Habitat	"Adults have a strong, erratic flight butfrequently stop to nectar. Males perch on low vegetation and aggressively dart out to investigate intrudersbefore returning to the same general locationmoments later."
Non-Habitat	" The butterfly has a low, skipping flight and quickly darts along trails or clearingsoccasionally stopping to nectar; Males perch on the ground or low on vegetation and quickly speed out to engage rival males orpassing females"
Non-Habitat	" It dances along the forest floor witha weak, low flight. "
Non-Habitat	" Adults flutterabout with quick, somewhat erratic flight usually lowto the ground."
Non-Habitat	" The butterfly has a fast, erratic flight butreadily stops to nectar or perch on sunlit leaves ortwigs"
Non-Habitat	" the adults have a slow, bobbing flight andmaneuver low among the wetland vegetation, stopping frequently to perch."
Non-Habitat	" Adults have a low, strong flight and can be achallenge to follow"
Non-Habitat	" Adults have alow, weak flight and bob slowly among the tall grassesand surrounding vegetation."
Non-Habitat	"Adults have a quick, darting flight and are frequentlydrawn to available flowers."
Non-Habitat	 Adults have a powerful and fast flight andtend to be quite wary and difficult to closely approacheven when nectaring at many late summer blossoms.
Non-Habitat	" Adults have afast, darting flight typically within a few feet of theground."
Non-Habitat	" It dancesalong the forest floor with a relatively slow, bobbingflight, but can move rapidly if disturbed. "
Non-Habitat	" Juvenal'sDuskywing darts up and down sunlit trails andexplores adjacent open sites with a quick, low flight"
Non-Habitat	" the adults have arapid, erratic flight usually within a few feet of theground."
Non-Habitat	" Adultshave a somewhat slow but highly erratic, darting flightclose to the ground and can be a challenge to follow."
Non-Habitat	"Adults have a rapid, somewhat erratic flight and arecommonly drawn to flowers."
Non-Habitat	" It scurries along the forestfloor with a quick, bobbing flight and periodically landson leaf litter or low vegetation."
Non-Habitat	" The adults havea strong, rapid flight, usually low to the ground, andvisit a wide range of flowers."
Non-Habitat	" Adults have an erratic, bouncing flight and travel low through wetland vegetation,stopping frequently to perch. Even when disturbed,they typically fly only a short distance before alightingagain."
Non-Habitat	" The Silver-spotted Skipper is a large, robustbutterfly with a rapid, darting flight."
Non-Habitat	 Adults frequently alight on bare soil orgravel
Non-Habitat	" Adults have a rapid,powerful flight that produces a noticeable buzz whenclose "
Non-Habitat	"Adults have a quick, bobbing flight andmaneuver close to the ground."
Non-Habitat	" Ithas a strong, rapid flight and perches on sunlit leaves,overhanging branches or tree trunks along forest trailsand woodland edges. Adults are exceedingly inquisitive and dart out to investigate passing objects,sometimes even landing on humans."
Non-Habitat	 Adults have a low.relaxed flight and bob erratically through the vegetation.
Non-Habitat	" Adults have a quick, bobbingflight and frequently alight on low vegetation or treetrunks."
